うさぎの木,bar/izakaya,station south,ハモン,上土町58,Agetsuchicho 58,B,18,0,12,0,-1,-1,-1,-1,138.857952,35.097377
天春,japanese,station south,天丼,東宮後町22,Higashimiyaushirocho 22,A,11,30,21,0,-1,-1,-1,-1,138.855709,35.095826
喜平,japanese,station south,やきとり,八幡町13,Hachimancho 13,G,17,0,22,30,-1,-1,-1,-1,138.855787,35.098898
やきとり＆おでん 鶏男,japanese,station south,やきとり,大手町５丁目１１−9,Otemachi 5 Chome-11-9,G,17,0,5,0,-1,-1,-1,-1,138.857103,35.10075
鉄板焼 会,western,station south,鉄板焼き,上土町100-1,Agetsuchicho 100-1,A,11,30,21,0,13,45,17,30,138.858229,35.096881
まきじ,japanese,station south,懐石,魚町5番地201-1 シャリエ御成橋2F,Uocho 5 201-1 2F,FG,12,0,21,0,14,0,17,0,138.85788,35.095475
Taberuna manma,western,station south,パスタ,本町33,Honcho 33,A,11,30,21,0,14,0,17,30,138.856311,35.095995
 一丁目 イーラｄｅ店,western,station south,パスタ,大手町１丁目１−6 イーラde2F,Otemachi 1 Chome−1−6 2F,,11,0,21,0,-1,-1,-1,-1,138.858653,35.102294
セグレイト,western,station south,ランチパスタ,大手町４丁目２−11 シゲノブビル15,4 Chome−2−11 shigenobu.bd 15,G,11,30,21,0,13,30,18,0,138.860061,35.098307
和華葉,bar/izakaya,station north,刺身,高島町５－１７,5-17 Takashimacho,,18,0,23,0,-1,-1,-1,-1,138.859299,35.104742
魚ぶん,japanese,station south,天丼,大手町４丁目５−5,Otemachi 4 Chome-5-5,B,11,0,8,0,2,0,4,30,138.858452,35.098406
ベーカリーハウスぴのきお,café/bakery,numazu port,食パン,下河原町32-4,Shimogawaracho 32-4,D,8,0,19,0,-1,-1,-1,-1,138.85732,35.088722
